"Time","ankleAngleVel","kneeAngleVel","HipAngleVel","MetheadVel.X","MetheadVel.Z","heelVel.Z","lateralMalleoleiVel.Z","kneeMarkerVel.Z","hipMarkerVel.Z","footRotationAngle","hipAbdAdd","ankleAngle","kneeAngle","hipFlex","trunk.X","hip.X","knee.X","lateralMalleolei.X","heel.X","Methead.X","trunk.Y","hip.Y","knee.Y","lateralMalleolei.Y","heel.Y","Methead.Y","trunk.Z","hip.Z","knee.Z","lateralMalleolei.Z","heel.Z","Methead.Z"
1.775,-52.43,-56.01,306.76,-0.0086,-0.0018,-0.0225,-0.0344,-0.0769,-0.0645,-6.99,154.7,-11.1,6.1,154.1,1092.6,1076.38,1117.38,1162.55,1159.79,1205.05,282.96,276.32,279.15,265.96,266.77,261.23,387.83,336.45,206.51,60.6,31.04,36.26
1.78,-41.98,-15.95,379.42,-0.0063,-0.0026,-0.0162,-0.0303,-0.0561,-0.0266,-6.61,153.4,-11.4,5.6,152.9,1095.47,1076.63,1116.34,1162.41,1159.77,1205.01,281.78,275.61,278.14,266.09,266.51,261.27,387.87,336.3,206.03,60.45,30.95,36.15
1.785,-4.46,14.66,399.09,-0.0049,-0.0021,-0.013,-0.0198,-0.0366,0.0365,-6.33,151.9,-11.6,5.9,151.4,1097.3,1076.38,1115.8,1162.31,1159.77,1204.97,280.68,274.15,277.37,265.57,266.22,261.21,387.63,336.56,205.72,60.34,30.93,36.13
1.79,26.57,52.69,380.9,-0.0047,-9e-04,-0.0121,0.0023,-0.0154,0.0831,-6.86,150.4,-11.5,6.3,149.9,1098.67,1075.98,1115.64,1162.09,1159.94,1204.99,279.69,273.09,276.59,263.92,266.41,260.99,387.67,337.4,205.7,60.75,30.9,36.22
1.795,42.67,40.49,371.41,-0.0036,-1e-04,-0.0114,0.0118,0.0059,0.1188,-6.75,148.8,-11.2,6.4,148.2,1099.67,1075.45,1115.98,1162.07,1160.02,1205.03,278.8,271.9,275.82,263.12,266.44,261.11,387.83,338.43,205.86,60.92,30.9,36.34
1.8,77.83,21.92,312.59,-0.0028,0.0022,-0.009,0.0144,0.0266,0.1329,-6.67,147.6,-10.9,6.7,147,1100.2,1075.14,1116.65,1162.07,1160.18,1205.06,277.46,270.75,275.22,262.38,266.4,261.15,388.27,339.66,206.21,61.05,30.9,36.37
1.805,97.61,25.28,241.78,-0.001,0.0049,-0.0075,9e-04,0.0429,0.134,-6.48,145.9,-10.7,6.7,145.5,1100.9,1074.68,1117.6,1162.37,1160.14,1205.04,275.72,269.56,274.31,261.79,266.26,261.16,388.3,340.63,206.54,60.89,30.96,36.31
1.81,121.07,42.07,154.94,-1e-04,0.0064,-0.0073,-0.0049,0.0546,0.1237,-6.25,145,-9.9,6.7,144.6,1100.67,1074.41,1118.69,1162.04,1159.99,1205.03,273.75,268.45,273.41,261.34,266.02,261.09,388.43,341.67,206.88,60.9,30.79,36.33
1.815,134.35,55.45,45.12,6e-04,0.0056,-0.0045,-0.0167,0.0584,0.1008,-5.89,144.2,-9.2,6.9,143.9,1100.07,1074.17,1119.98,1161.82,1159.71,1204.98,272.53,267.45,272.61,261.14,265.72,261.05,388.27,342.51,207.18,61.5,30.68,36.36
1.82,125.65,94.64,13.59,1e-04,0.0042,-0.0017,-0.0216,0.0562,0.0723,-5.39,144.3,-8.5,7.5,143.8,1098.63,1074.1,1121.43,1161.83,1159.61,1204.97,271.53,265.86,271.69,260.68,265.39,261.11,388.23,343.02,207.48,61.54,30.55,36.39
1.825,125.38,133.87,-52.19,0.000433333333333333,0.0051,-0.0013,-0.025,0.0485,0.0391,-5.18,144.3,-8,7.8,143.9,1097.73,1074.1,1122.93,1162.28,1159.77,1204.91,269.81,265.04,270.78,260.68,265.35,261.26,388.07,343.1,207.84,61.32,30.59,36.37
1.83,107.58,113.02,-82.09,0.000766666666666667,0.0075,-0.0036,-0.0223,0.0387,0.0187,-5.19,144.2,-7.4,8.6,143.7,1097.23,1074.2,1124.46,1162.63,1159.8,1204.96,269.22,263.72,270.17,260.36,265.4,261.3,387.93,343,208.18,60.49,30.57,36.39
1.835,104.81,109.87,-128.61,0.0011,0.008,-0.0017,-0.0244,0.0281,0.009,-5.47,144.8,-6.7,9.6,144.2,1096.53,1074.52,1125.93,1162.61,1159.83,1204.97,267.08,261.62,269.36,260.19,265.58,261.26,388.07,342.74,208.45,60.1,30.57,36.46
1.84,95.64,67.33,-235.87,0.0019,0.0091,0.0027,-0.0336,0.0186,-0.0126,-5.71,145.4,-6.3,9.8,144.9,1096.27,1075.11,1127.24,1162.66,1159.83,1205.02,266.11,261.24,268.45,260.76,265.7,261.19,388.23,342.44,208.62,59.92,30.68,36.49
1.845,86.66,17.52,-268.29,0.002,0.0099,0.0068,-0.0359,0.0105,-0.0294,-4.74,146.3,-5.9,10,145.9,1095.97,1075.87,1128.39,1162.79,1159.89,1205.03,264.54,260.38,267.73,261.55,265.06,261.32,388.33,342.05,208.66,59.84,30.82,36.56
1.85,89.45,23.54,-255.29,0.0026,0.0117,0.0056,-0.0294,0.0038,-0.0442,-3.92,147.8,-5.5,10,147.4,1095.57,1077.03,1129.46,1163.04,1159.81,1205.06,262.8,259.15,266.81,262.48,264.34,261.24,388.63,341.61,208.64,59.8,30.83,36.62
1.855,75.94,23.86,-209.33,0.0021,0.0114,0.0036,-0.0053,-0.0023,-0.0369,-3.23,148.7,-5,10,148.4,1096.13,1078.42,1130.56,1163.22,1159.71,1205.04,260.56,257.86,265.77,262.87,263.85,261.29,388.97,341.57,208.48,59.77,30.78,36.69
1.86,78.28,46.18,-181.29,0.0037,0.0113,0.001,0.0111,-0.0064,-0.0276,-3.5,149.1,-4.5,10.2,148.8,1096.3,1079.14,1131.63,1163.35,1159.79,1205.09,258.93,256.66,264.99,262.79,264.1,261.32,389.6,342.11,208.28,59.68,30.71,36.73
1.865,83.64,59.58,-175.13,0.0023,0.0113,-0.0016,0.0168,-0.0067,-0.0196,-3.89,149.4,-4.4,10.4,149.1,1097.43,1080.42,1132.66,1163.99,1159.97,1205.07,257.98,255.75,264.38,261.42,264.34,261.27,389.57,341.88,208.11,59.82,30.82,36.82
1.87,99.68,68.14,-152.4,0.002,0.0102,-8e-04,0.0078,-0.0029,-0.0084,-4.22,150.5,-4,10.9,150.2,1097.63,1081.76,1133.76,1163.89,1160.17,1205.07,257.29,254.83,263.84,260.66,264.62,261.3,389.8,341.54,208.01,59.74,30.89,36.89
1.875,113.05,63.21,-123.09,-2e-04,0.0083,0.0022,0.0019,0.0023,0.0036,-4.27,151.5,-3.3,11.2,151.2,1098.93,1083.73,1135.01,1163.81,1160.23,1205.04,256.48,254.23,263.32,260.51,264.64,261.29,389.87,340.89,208.03,59.85,30.87,36.96
1.88,101.76,36.53,-90.24,-1e-04,0.0069,0.005,0.0013,0.0089,0.0079,-3.86,151.7,-2.5,11.6,151.3,1100.23,1085.06,1136.19,1163.17,1160.09,1205.06,256,253.73,262.77,260.35,264.42,261.38,390.37,341.16,208.06,60.23,30.75,36.97
1.885,77.48,55.02,-18.74,-0.0011,0.0067,0.0053,0.0055,0.0155,9e-04,-3.21,151.4,-2.2,11.7,151.1,1101.73,1086.1,1137.23,1163.64,1159.81,1205.15,254.52,253.31,262.41,260.35,264.08,261.54,390.6,341.36,208.13,60.66,30.62,37.02
1.89,48.52,48.72,6.67,9e-04,0.0061,0.0025,0.0102,0.021,0.0084,-2.91,151.8,-1.9,11.6,151.7,1102.37,1087.2,1138.08,1164,1159.65,1205.14,254.12,254.05,261.92,259.87,263.85,261.53,390.63,341.46,208.29,60.76,30.6,37.06
1.895,38.06,55.15,11.82,0.0024,0.006,-9e-04,0.0095,0.0238,0.0164,-2.51,151.6,-1.8,12.3,151.4,1103.43,1088.14,1139.03,1164.18,1159.72,1205.13,252.89,252.61,261.5,258.41,263.57,261.58,390.6,341.63,208.52,60.23,30.77,37.07
1.9,41.78,69.37,74.65,0.0032,0.0066,-0.0019,0.0039,0.0234,0.0295,-2.66,151.3,-1.6,12.6,151.1,1104.43,1089.07,1139.94,1164.08,1159.88,1205.05,252.04,251.52,261.02,259,263.7,261.6,390.2,341.79,208.75,59.9,30.94,37.04
1.905,52.25,44.1,61.81,0.0022,0.0083,-0.0014,-0.0122,0.0221,0.0261,-3.03,150.9,-1.4,12.8,150.8,1105.7,1090,1140.71,1164.16,1159.93,1205.03,251.14,251.37,260.77,258.37,264.03,261.65,389.83,341.96,208.92,59.84,31.02,37.03
1.91,67.03,31.6,33.93,3e-04,0.0087,0.0027,-0.02,0.0195,0.0266,-3.33,150.4,-1.1,13,150.3,1106.93,1090.81,1141.48,1164.32,1159.9,1205.03,250.56,251.37,260.66,258.05,264.24,261.61,389.63,342.16,209.06,59.95,30.98,37.06
1.915,80.91,25.65,-3.99,0.0022,0.0092,0.0028,-0.0195,0.015,0.028,-2.84,150.4,-0.7,13.1,150.4,1108.03,1091.77,1142.28,1164.45,1159.87,1205.12,250.29,251.56,260.56,257.95,263.81,261.56,389.83,342.3,209.16,60.33,30.94,37.12
1.92,89.81,26.36,-20.33,0.0032,0.0099,9e-04,-0.008,0.0085,0.0274,-2.14,150.5,-0.2,13.2,150.5,1108.93,1092.8,1143.17,1164.53,1159.81,1205.19,249.59,251.5,260.37,259,263.34,261.64,389.9,342.36,209.2,60.22,30.85,37.19
1.925,85.67,34.62,-7.21,0.0055,0.0117,-0.0034,-0.0019,0.0037,0.0254,-1.78,150.8,0.2,13.3,150.8,1109.57,1093.74,1143.89,1164.62,1159.77,1205.2,248.88,251.19,260.26,259.36,262.95,261.54,389.73,342.37,209.2,60.05,30.78,37.28
1.93,75.56,36.1,2.72,0.006,0.012,-0.0028,-0.0031,-4e-04,0.0253,-1.79,150.5,0.7,13.5,150.5,1110.27,1094.44,1144.52,1164.66,1159.74,1205.17,248.38,250.66,260.15,259.44,262.92,261.5,389.17,342.46,209.17,59.61,30.68,37.38
1.935,57.53,25.27,-16.39,0.006,0.0126,-9e-04,-0.0057,-0.0025,0.024,-2.03,150.3,1,13.8,150.3,1111.03,1094.95,1145.09,1164.61,1159.91,1205.17,247.25,250.01,260.17,259.45,262.93,261.33,389.3,342.69,209.1,59.66,30.75,37.46
1.94,45.59,1.33,-45.57,0.0032,0.0121,0.0016,-0.0138,-0.0052,0.0246,-2.03,150.3,1.3,13.9,150.3,1111.77,1095.68,1145.6,1164.51,1159.96,1205.25,246.83,249.59,259.98,259.46,262.79,261.19,389.3,342.86,209.04,59.79,30.74,37.52
1.945,31.76,-23.95,-48.79,5e-04,0.012,0.0043,-0.0099,-0.0053,0.0266,-1.96,150.9,1.4,13.8,150.9,1112.23,1096.57,1145.98,1164.53,1160.02,1205.29,247.02,249.03,259.91,259.9,262.72,261.17,389.73,343,208.94,59.83,30.82,37.56
1.95,21.27,-34.88,-49.1,-0.0022,0.0103,0.0064,-0.0069,-0.0041,0.0318,-2.14,151.2,1.6,13.6,151.2,1113.07,1097.57,1146.28,1164.53,1160,1205.33,247,248.8,259.82,260.9,262.83,261.14,389.7,343.06,208.93,59.8,30.78,37.62
1.955,18.03,-35.71,-16.14,-0.0016,0.0089,0.0118,0.0017,-0.0021,0.0352,-2.08,151,1.6,13.3,151,1114.43,1098.53,1146.49,1164.53,1160.11,1205.33,247.01,248.77,259.73,260.79,262.87,261.23,389.63,343.23,208.9,59.68,30.88,37.63
1.96,7.63,-33.86,-28.11,-0.0024,0.0081,0.0121,-3e-04,-1e-04,0.0373,-1.76,151.1,1.7,13.2,151.1,1115.43,1099.4,1146.66,1164.47,1160.16,1205.33,246.96,248.14,259.68,260.82,262.56,261.17,389.73,343.36,208.93,59.67,30.93,37.69
1.965,8.46,-36.79,-56.01,-0.0043,0.008,0.0166,-0.0019,0.0025,0.0406,-1.58,151.3,1.7,13.1,151.1,1116.3,1100.24,1146.76,1164.35,1160.11,1205.28,247.34,247.63,259.71,260.66,262.38,261.14,389.8,343.53,208.9,59.64,31.02,37.73
1.97,-7.78,-53.81,-90.03,-0.0058,0.0086,0.0196,-0.0032,0.0045,0.0458,-1.31,151.9,1.8,12.9,151.6,1116.7,1101.04,1146.83,1164.3,1159.93,1205.21,247.79,247.24,259.55,260.62,262.16,261.12,390.1,343.69,208.93,59.72,31.06,37.79
1.975,-12.32,-66.39,-98.45,-0.0077,0.0076,0.0263,-0.0045,0.0053,0.0537,-0.87,152.2,1.8,12.6,151.9,1117.4,1101.78,1146.77,1164.15,1159.76,1205.09,247.77,247.24,259.54,260.71,261.78,261.1,390.3,343.96,209,59.7,31.1,37.8
1.98,-23.15,-73.31,-56.82,-0.0086,0.0068,0.0314,-0.0029,0.006,0.0572,-0.21,152.7,1.6,12.2,152.4,1118,1102.64,1146.61,1164.1,1159.82,1205.09,247.74,247.35,259.53,260.83,261.37,261.21,390.57,344.22,209.06,59.7,31.27,37.83
1.985,-34.48,-61.94,30.81,-0.0109,0.005,0.0326,-0.0015,0.0054,0.0599,0.33,153.1,1.5,11.8,152.6,1118.4,1103.28,1146.38,1163.92,1159.83,1205.04,249.2,247.42,259.37,260.49,260.96,261.22,390.63,344.56,209.1,59.64,31.36,37.86
1.99,-37.79,-44.42,113.62,-0.0108,0.003,0.0338,0.0052,0.0066,0.0574,0.41,153.1,1.3,11.4,152.4,1118.97,1103.75,1146.18,1163.72,1159.89,1205.03,250.61,247.64,259.2,260.56,260.95,261.27,390.63,344.89,209.16,59.69,31.57,37.92
1.995,-56.94,-32.52,143.18,-0.0112,5e-04,0.0334,0.0078,0.0048,0.0567,0.38,152.1,1.1,11.4,151.3,1119.97,1103.54,1145.95,1163.52,1159.81,1205.01,251.31,247.81,259.14,260.17,261.08,261.38,390.93,345.29,209.17,59.67,31.8,37.99
2,-53.86,-15.53,127.88,-0.0091,-0.0022,0.0351,0.0026,0.0034,0.0522,0.67,151.4,0.8,11.3,150.7,1120.6,1103.28,1145.78,1163.23,1159.86,1204.94,251.86,248.19,259,260.54,260.91,261.44,391.43,345.75,209.2,59.58,32.09,38
2.005,-55.51,-13.1,80.71,-0.0098,-0.0043,0.0353,-0.007,9e-04,0.0488,1.25,151.3,0.4,11.1,150.5,1120.67,1103.01,1145.7,1163.08,1159.9,1204.91,253.19,248.73,259.03,261.61,260.51,261.49,392.27,346.09,209.2,59.54,32.45,37.97
2.01,-41.92,1.21,90.92,-0.0083,-0.0069,0.0359,-0.0152,7e-04,0.0429,1.67,151.3,0.2,11.1,150.5,1120.43,1102.84,1145.7,1162.86,1159.76,1204.79,253.78,249.39,258.97,262.08,260.09,261.4,392.5,346.36,209.2,59.59,32.56,37.94
2.015,-25.74,21.97,98.4,-0.0086,-0.0095,0.0348,-0.0154,0.00095,0.0362,1.96,151,0.0666666666666667,11.1,150.2,1120.67,1102.67,1145.76,1162.8,1159.62,1204.74,255.44,250.54,258.95,262.35,259.93,261.47,392.67,346.4,209.23,59.9,32.71,37.88
2.02,-30.02,37.71,159.05,-0.0092,-0.0128,0.0329,-0.0147,0.0012,0.0283,2.85,149.9,-0.0666666666666667,11.3,149.3,1121.4,1102.38,1145.86,1162.53,1159.48,1204.65,255.72,251.5,258.89,262.45,259.22,261.47,392.4,346.53,209.17,60.11,32.73,37.81
2.025,-26.48,50.27,181.25,-0.0082,-0.015,0.0252,-0.0135,0.002,0.019,3.54,149.3,-0.2,11.6,149,1121.7,1102.14,1146.05,1162.29,1159.5,1204.63,255.91,252.61,258.98,262.37,258.73,261.52,392.43,346.57,209.17,59.83,32.85,37.69
2.03,-36.79,50.17,209.99,-0.008,-0.0164,0.0205,-0.0121,0.002,0.0129,3.6,148.5,-0.4,11.9,148.1,1122.3,1101.94,1146.38,1162.3,1159.47,1204.61,257.03,253.41,259.13,262.49,258.81,261.64,392.33,346.66,209.1,59.35,33.04,37.61
2.035,-35.37,51.83,266.6,-0.0052,-0.0172,0.0154,-0.0108,0.0014,0.0069,3.91,147.7,-0.6,12.1,147.4,1122.7,1101.8,1146.74,1162.48,1159.47,1204.63,258.33,254.44,259.12,262.67,258.56,261.65,391.97,346.7,209.13,58.88,33.15,37.52
2.04,-13.93,55.56,310.86,-0.0041,-0.0173,0.0135,-0.0137,-0.0011,0.0028,4.31,146.1,-0.8,12.3,146,1124.1,1101.93,1147.2,1162.8,1159.67,1204.61,257.43,255.56,259.43,262.99,258.35,261.74,390.9,346.7,209.16,58.92,33.31,37.44
2.045,-2.23,63.83,278.16,-0.0018,-0.0168,0.0064,-0.0152,-1e-04,-0.0025,4.6,144.8,-0.9,12.6,144.7,1125.07,1102.03,1147.7,1162.86,1159.79,1204.54,258.5,256.38,259.81,262.95,258.18,261.78,389.87,346.7,209.23,58.93,33.45,37.35
2.05,30.49,68.92,231.44,-0.0019,-0.0156,0.003,-0.0081,9e-04,-0.0072,5.02,143.2,-0.6,13,143,1126.57,1102.32,1148.26,1162.75,1159.68,1204.53,259.3,256.85,260.13,263.47,257.76,261.7,388.77,346.7,209.3,58.9,33.35,37.25
2.055,39.6,57.9,118.11,-0.0026,-0.0148,-0.0019,0.001,0.0019,-0.0099,5.4,142.9,-0.6,13.4,142.7,1126.83,1102.75,1148.92,1162.55,1159.52,1204.51,259.88,257.23,260.58,262.99,257.46,261.72,388.27,346.73,209.3,58.93,33.48,37.15
2.06,56.36,40.62,19.03,-0.0043,-0.0147,-0.0027,0.0074,0.002,-0.0132,5.69,142.1,-0.2,13.7,142,1128,1103.57,1149.62,1162.44,1159.5,1204.53,260.1,257.74,260.99,262.11,257.39,261.87,387.43,346.7,209.27,59.05,33.33,37.08
2.065,65.04,26.15,-26.09,-0.0047,-0.0141,-0.0073,0.0044,8e-04,-0.0153,6.06,142.6,-0.1,13.8,142.4,1128.23,1104.57,1150.29,1162.55,1159.61,1204.53,261.11,258.28,261.33,261.78,257.13,261.9,386.93,346.54,209.17,59.22,33.39,37.01
2.07,57.11,23.35,-27.27,-0.0041,-0.0129,-0.0063,0.0034,-0.00055,-0.0173,5.98,142.6,0.5,13.8,142.4,1129.5,1105.79,1150.95,1162.69,1159.46,1204.56,261.65,258.67,261.78,261.73,257.22,261.95,386.57,346.4,209.17,59.35,33.05,36.97
2.075,59.22,35.12,18.97,-0.004,-0.011,-0.006,0.0033,-0.0019,-0.018,5.66,143.2,0.7,13.9,143,1130.17,1106.83,1151.62,1162.73,1159.35,1204.54,262.68,259.13,262.25,262.11,257.58,262.06,386.7,346.21,209.17,59.43,33,36.91
2.08,47.14,43.9,3.88,-0.0034,-0.0101,-0.0083,0.0021,-8e-04,-0.018,5.17,142.8,1,14.1,142.4,1131.53,1107.67,1152.32,1162.76,1159.28,1204.48,264.35,259.22,262.63,262.46,257.93,262.01,386.63,346.17,209.2,59.4,32.94,36.87
2.085,37.23,43.57,49.46,-0.0044,-0.01,-0.0127,0.002,0.00115,-0.0161,5,142.7,1.1,14.5,142.3,1132.43,1108.44,1153.08,1162.74,1159.38,1204.41,265.33,259.31,262.88,262.43,258.03,261.97,386.57,346.04,209.23,59.25,33.02,36.78
2.09,38.34,26.8,-40.25,-0.0047,-0.01,-0.0168,0.0014,0.0031,-0.0096,4.5,143.1,1.4,14.7,142.5,1133.07,1109.43,1153.75,1162.73,1159.49,1204.37,266.1,259.32,263.44,262.48,258.52,262.05,386.47,345.94,209.2,59.14,32.95,36.74
2.095,35.45,3.08,-62.32,-0.0069,-0.0094,-0.0087,0.0013,0.004,-0.001,3.72,143.3,1.5,14.8,142.4,1134.2,1110.66,1154.42,1162.61,1159.53,1204.34,268.48,259.38,263.85,263.02,259.06,261.97,386.37,345.84,209.23,59.1,33.13,36.71
2.1,41.79,-22.03,-109.51,-0.0068,-0.0088,-0.0056,7e-04,0.0059,0.009,3.77,144.3,1.7,14.7,143.2,1134.7,1111.99,1154.99,1162.63,1159.5,1204.33,269.82,260.07,264.09,263.63,259.03,261.98,386.43,345.8,209.2,59.07,33.05,36.7
2.105,51.01,-39.15,-134.4,-0.0067,-0.0087,4e-04,0.0049,0.006,0.0196,3.63,144.3,1.8,14.5,143.4,1136.13,1113.23,1155.53,1162.69,1159.24,1204.33,271.15,261.36,264.33,264.13,259.19,262.05,386.47,345.83,209.26,59.04,33.06,36.64
2.11,40.06,-42.96,-146.81,-0.0045,-0.007,-0.0027,0.0107,0.0072,0.0348,3.23,145.3,2.3,14.2,144.3,1136.73,1114.52,1155.91,1162.85,1159.06,1204.31,272.87,262.83,264.68,264.31,259.49,262.05,386.73,345.9,209.27,59.15,32.69,36.58
2.115,36.89,-37.27,-153.34,-0.0051,-0.0067,-5e-04,0.0167,0.008,0.0579,2.82,145.5,2.5,14,144.5,1137.9,1115.69,1156.24,1162.9,1158.98,1204.3,274.15,263.69,265.07,264.33,259.63,261.86,386.83,346.06,209.33,59.29,32.55,36.51
2.12,-1.58,-26.88,-53.73,-0.0064,-0.0056,-0.004,0.0173,0.0086,0.0928,2.79,146.6,2.6,13.8,145.5,1138.1,1116.8,1156.55,1162.84,1159.17,1204.22,275.71,264.9,265.62,263.78,259.71,261.9,387.27,346.36,209.36,59.42,32.62,36.5
2.125,-5.42,-20.64,15.46,-0.0094,-0.0053,-0.0052,0.0209,0.0093,0.1301,2.31,146.6,2.6,13.8,145.7,1138.87,1117.54,1156.97,1162.86,1159.32,1204.2,276.93,266.52,266.01,264.36,260.03,261.84,387.43,346.66,209.46,59.46,32.72,36.47
2.13,-19.49,-25.5,150.63,-0.0117,-0.0042,-0.0059,0.0345,0.0093,0.161,1.72,146,2.2,13.7,145.1,1139.73,1117.92,1157.19,1163.02,1159.33,1204.14,279.64,268.1,266.45,264.11,260.47,261.81,387.57,347.15,209.5,59.65,32.96,36.44
2.135,-4.99,-14.09,246.73,-0.0131,-0.0034,-0.0054,0.0414,0.01,0.171,1.07,144.9,2.4,13.6,144.1,1141.07,1118.32,1157.36,1163.06,1159.36,1204.19,281.73,270.17,266.94,264.22,261.08,261.92,387.33,347.78,209.59,59.79,32.89,36.43
2.14,26.14,-8.21,262.43,-0.0144,-0.0033,-0.0059,0.0456,0.0094,0.1623,0.64,143.6,2.2,13.3,142.9,1142.07,1118.49,1157.43,1163.48,1159.51,1204.12,284.27,271.78,267.4,263.57,261.47,261.97,387.4,348.83,209.6,59.98,32.92,36.41
2.145,37.69,12.89,275.64,-0.0125,-0.0022,-0.0094,0.0328,0.0093,0.1362,-0.09,141.9,2.5,13.5,141.4,1142.77,1118.44,1157.59,1162.88,1159.42,1204.02,286.75,274,267.84,262.33,262,261.93,387.47,350.48,209.66,59.97,32.93,36.43
2.15,63.47,15.91,230.97,-0.0131,-9e-04,-0.0083,0.0253,0.0081,0.0999,-0.14,140.6,2.8,13.5,140.2,1143.07,1118.43,1157.82,1162.77,1159.17,1203.86,288.89,276.08,268.43,261.77,262.01,261.9,387.9,352.31,209.67,60.12,32.79,36.43
2.155,59.01,12.12,143.95,-0.0133,4e-04,-0.0097,0.0121,0.0074,0.0613,-0.83,139.2,3.1,13.8,138.8,1143.4,1118.5,1158.11,1162.02,1158.82,1203.75,291.58,277.69,268.86,261.17,262.4,261.75,388.03,353.88,209.73,60.76,32.77,36.43
2.16,54.8,12.06,52.64,-0.0161,1e-04,-0.01,0.0065,0.0048,0.0284,-1.84,138.9,3.4,13.6,138.4,1144.23,1119.21,1158.44,1162.41,1158.77,1203.65,294.03,278.84,269.52,261.01,263.1,261.66,388.17,354.45,209.76,61.22,32.42,36.41
2.165,35,10.94,-84.91,-0.0156,6e-04,-0.0135,0.0042,0.0022,-0.0017,-2.49,138.9,3.6,13.8,138.6,1145.17,1119.59,1158.81,1162.5,1158.74,1203.58,294.6,279.99,270.04,261.21,263.51,261.56,388.47,354.18,209.8,61.57,32.25,36.34
2.17,21.23,29.19,-189.06,-0.0142,-4e-04,-0.0186,0.0106,-5e-04,-0.0362,-3.31,139.9,3.9,13.8,139.6,1146.03,1120.37,1159.18,1162.71,1158.96,1203.59,297.48,281.48,270.71,261.6,264.08,261.5,388.67,353.17,209.83,61.06,32.15,36.39
2.175,26,32.61,-202.32,-0.0134,-0.0012,-0.0188,0.0149,-0.0025,-0.0753,-4.71,141.4,3.8,14.1,141.1,1146.53,1121.11,1159.73,1162.79,1159.09,1203.54,299.96,282.85,271.15,262.17,265.02,261.36,388.87,351.65,209.86,60.73,32.31,36.43
2.18,35.8,36.37,-207.49,-0.0139,-0.0035,-0.0233,0.0076,-0.0033,-0.1095,-5.2,143.1,3.9,14.2,142.6,1147.1,1122.42,1160.33,1162.65,1159.07,1203.48,301.8,283.78,271.78,261.51,265.34,261.3,388.73,350.21,209.87,60.25,32.48,36.46
2.185,62.3,35.89,-166.2,-0.014,-0.0034,-0.0188,0.0055,-0.0046,-0.1235,-5.98,143.5,4.2,14.4,143.1,1148.87,1123.72,1161.11,1162.66,1158.89,1203.38,302.6,284.77,272.4,261.72,265.9,261.25,388.6,349.2,209.84,60.11,32.38,36.44
2.19,78.91,36.59,-135.43,-0.0129,-0.0017,-0.0209,0.0036,-0.0065,-0.1214,-6.18,144.1,4.6,14.5,143.8,1149.83,1125.06,1161.79,1162.49,1158.72,1203.34,303.4,285.94,273.01,261.45,265.94,261.11,388.37,348.75,209.71,60.19,32.25,36.43
2.195,84.59,36.15,-92.12,-0.0132,-0.0013,-0.0236,0.0219,-0.0104,-0.1046,-6.88,144.2,5.1,14.8,144.1,1150.57,1126.03,1162.7,1162.65,1158.61,1203.31,303.75,287.53,273.47,261.94,266.23,260.84,388.03,348.67,209.64,60.5,32,36.41
2.2,81.39,34.36,-58.15,-0.0139,-0.0019,-0.0315,0.036,-0.015,-0.0776,-7.58,144.9,5.4,14.9,144.7,1150.94,1127.26,1163.54,1162.79,1158.46,1203.19,304.49,288.32,273.95,262.9,266.6,260.64,387.83,348.54,209.54,60.86,31.85,36.37
2.205,88.19,25.8,-28.45,-0.0157,-0.0026,-0.0384,0.0553,-0.0184,-0.0483,-8.16,144.2,5.8,15.1,144.3,1152.73,1128.62,1164.47,1162.86,1158.23,1203.06,305.02,289.56,274.48,263.16,267.05,260.62,387.03,348.4,209.56,61.14,31.6,36.26
2.21,93.24,14.14,-47.65,-0.0166,-0.0016,-0.037,0.0675,-0.0205,-0.0216,-8.83,144.2,6.2,15.2,144.3,1154.17,1130.12,1165.28,1162.84,1158.26,1202.95,306.01,290.97,275.2,263.15,267.56,260.61,386.47,348.27,209.54,61.5,31.48,36.23
2.215,103.97,8.05,-87.35,-0.0172,-8e-04,-0.0384,0.0705,-0.02,0.0083,-8.95,143.8,6.8,15.3,144.1,1156.13,1131.75,1166.23,1162.77,1158.12,1202.93,306.64,292.99,275.92,262.25,267.53,260.47,385.77,348.11,209.47,61.74,31.21,36.26
2.22,116.68,11.7,-165.27,-0.0168,-1e-04,-0.0341,0.0623,-0.0188,0.0577,-9.44,144.7,7.3,15.2,145.1,1157.34,1133.6,1167.14,1162.89,1158.01,1202.93,309.07,295.71,276.74,261.07,267.89,260.42,385.7,347.94,209.31,62.16,30.97,36.32
2.225,105.66,21.91,-118.53,-0.0167,0.0019,-0.0316,0.0488,-0.0156,0.1134,-9.75,144.5,7.9,15.3,145.2,1159.47,1135.63,1168.07,1162.6,1157.94,1202.85,310.18,298.64,277.2,260.08,268.07,260.36,384.97,347.77,209.11,62.53,30.73,36.33
2.23,99.87,35.2,53.75,-0.0156,0.0039,-0.0239,0.0378,-0.0135,0.152,-9.82,145.6,8.5,15.4,146.3,1160.14,1137.54,1168.94,1162.27,1157.88,1202.7,312.19,302.42,278.03,259.84,268.13,260.38,384.63,347.8,208.94,63.02,30.56,36.33
2.235,74.81,34.43,306.64,-0.0153,0.0069,-0.0209,0.0301,-0.0108,0.1314,-10.31,144.7,8.9,15.7,145.2,1162.14,1139.15,1169.81,1162.05,1158.04,1202.56,313.56,306.86,278.6,259.83,268.41,260.31,383.83,348.12,208.81,63.49,30.53,36.36
